Puntuación,Dirección,Guionista,Argumento,Nombre de la película,ID de la película,Genero
Desconocido,Desconocido,Desconocido,"An apparent gynaecologist Dr. Nightingale hastily marries a pregnant patient, Modesta and takes her home to his mysterious manor to meet Mother. Mother turns out to be his crazy accomplice in mass murder and his quest for immortality.",Mothers Little Murderer,tt0293708,Fantasy
"7,3",Desconocido,William SteigAndrew AdamsonJoe Stillman,"Shrek y Fiona viajan al reino de Muy Muy Lejano, donde los padres de Fiona son reyes, para celebrar su matrimonio. Cuando llegan, descubren que no son tan bienvenidos como pensaban.",Shrek 2,tt0298148,Fantasy
"8,2",Desconocido,Robert FleetStephan Szpak-Fleet,"A homeless dying veteran, trying to find a Unicorn he believes lives in the mountains above Los Angeles, convinces a Latina immigrant to join his quest, provoking a tragic-comic chase as they are followed by the Border Patrol and her Lowrider cousins.",Last Mountain,tt0234084,Fantasy
"5,3",Desconocido,Barry Authors,"A New York City oil company troubleshooter is brought to a remote B.C. lake to look for some lost machinery. Cancelling a trip to Disney World with his son, he decides to bring the boy along. They both end up experiencing more excitement than Mickey could ever conjure in Orlando, when they meet up with bad guys and a legendary creature.",Mee-Shee: The Water Giant,tt0243462,Fantasy
"7,5",Desconocido,Steve BoxNick ParkMark Burton,Wallace y su leal perro Gromit se disponen a resolver el misterio tras la plaga que acecha los huertos de todos los vecinos y que amenaza con arruinar el torneo anual de verduras gigantes.,The Curse of the Were-Rabbit,tt0312004,Fantasy
"5,0","Dirección
Antony Szeto
Guión
Trevor MorrisYeung-Ping SzeAntony Szeto
Reparto principal
Karen MokDaniel WuStephen Fung",Trevor MorrisYeung-Ping SzeAntony Szeto,"A town is attacked by a deadly creature. The only thing that can stop it is the DragonBlade, but the one who knows where it is won't tell others, since untold peril await anyone who finds this legendary weapon.",Lung do kei yuen,tt0327660,Fantasy
"4,4","Dirección
Ted Newsom
Guión
Ted Newsom
Reparto principal
Trudi Jo Marie KeckGerald BrodinGwen Brownson",Ted Newsom,"When a beautiful photo model disappears, police track the photographer who last saw her. At his trial, the model herself tells her side of the story.",Whispers from a Shallow Grave,tt0144280,Fantasy
"4,5",Desconocido,Robert MorelandDoug LangdaleAndre Sikojev,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",Happily N'Ever After,tt0308353,Fantasy
"6,0",Desconocido,Céline GarciaLuc BessonPatrice Garcia,"Arthur, un niño de diez años, en un intento de salvar la casa de su abuelo de la demolición, va en busca de un tesoro escondido en la tierra de los minimoys, gente diminuta que vive en armonía con la naturaleza.",Arthur en de Minimoys,tt0344854,Fantasy
"7,2",Desconocido,Michel Gondry,Un hombre que vive en trance en su onírica imaginación se enamora de una mujer y siente que puede enseñarle su universo singular.,The Science of Sleep,tt0354899,Fantasy
"4,7","Dirección
Michael Stein
Guión
Michael Stein
Reparto principal
Michael SteinAndy DickFaye Dunaway",Michael Stein,"Four intertwining stories filled with fantasy, over the top comedy and drama set in the entertainment industry on Valentine's day",Love Hollywood Style,tt0361852,Fantasy
"6,0",Desconocido,José Pepe BojórquezDavid Howard,"On an island across the sea lies a village full of romance, wonder and mystery; a timeless place where people carry strong beliefs that can fulfill the heart's deepest desires. A beautiful woman, led to believe she has powerful ties to the sea, defies everyone to prove them wrong, in a world where man and nature connect in improbable ways, where myths are real and tru... Leer todo",Sea of Dreams,tt0367567,Fantasy
"8,1",Desconocido,Brad BirdJan PinkavaJim Capobianco,Una rata que sabe cocinar establece una inusual alianza con un joven trabajador de la cocina de un famoso restaurante de París.,Ratatouille,tt0382932,Fantasy
"6,1",Desconocido,Chris WeitzPhilip Pullman,"En un universo paralelo, la joven Lyra Belacqua viaja al lejano norte para salvar a su mejor amigo y a otros niños secuestrados de los terribles experimentos de una misteriosa organización.",The Golden Compass,tt0385752,Fantasy
"6,8",Desconocido,Jon BernsteinMichelle Bochner SpitzDon Hall,"Lewis es un brillante inventor que conoce a un misterioso desconocido llamado Wilbur Robinson, que transporta a Lewis en una máquina del tiempo y juntos forman un equipo para perseguir al tipo del bombín.",Meet the Robinsons,tt0396555,Fantasy
"5,3","Dirección
Katja von Garnier
Guión
Ehren KrugerChristopher LandonAnnette Curtis Klause
Reparto principal
Agnes BrucknerHugh DancyOlivier Martinez",Ehren KrugerChristopher LandonAnnette Curtis Klause,Una mujer lobo adolescente se debate entre honrar el secreto de su familia y su amor por un hombre.,Blood and Chocolate,tt0397044,Fantasy
"5,3","Dirección
Gary Sinyor
Guión
Gary Sinyor
Reparto principal
Dexter FletcherElize du ToitParminder Nagra",Gary Sinyor,"Albert Ross was the most ambitious little boy in the world until an 11 year old girl broke his heart. Now he's grown up to be an embittered dentist, he's done nothing, gone nowhere AND he has a step-mother from hell. One day he suffers a mysterious accident - and suddenly finds that whatever he dreams comes true. Suddenly a whole new life opens up for him...",In Your Dreams,tt0373028,Fantasy
"6,8","Dirección
Uros Stojanovic
Guión
Aleksandar RadivojevicUros Stojanovic
Reparto principal
Katarina RadivojevicSonja KolacaricStefan Kapicic",Aleksandar RadivojevicUros Stojanovic,"Story of two sisters that grew up in a small Serbian village in the beginning of the 1930s. The village is torn up by wars and years long blood oath. There are no men left in the village. Our heroines, Ognjenka and Mala Boginja decide to go to the city, kidnap men and return life to their village. The lights of the metropolis dazzle them and there starts this little a... Leer todo",Carlston za Ognjenku,tt0380249,Fantasy
"6,0",Desconocido,Lucy ShuttleworthGraham AlboroughElizabeth Goudge,Maria inherits a book of secrets from her dad. She moves to her uncle's Moonacre estate. A family curse was cast on the valley. Only Maria can break it using her book.,De maanprinses en het geheim van het witte paard,tt0396707,Fantasy
"6,0",Desconocido,Joseph KwongPaula MazurMark Levin,Una joven vive en una isla desierta con su padre científico y escribe cartas al elusivo autor de sus novelas favoritas.,Nim's Island,tt0410377,Fantasy
"7,0",Desconocido,Guillermo del ToroMike Mignola,"Un príncipe del mundo mítico inicia una rebelión contra la humanidad para gobernar la Tierra, y Hellboy su equipo deben luchar para impedir que localice al todopoderoso ejército dorado.",Hellboy II: The Golden Army,tt0411477,Fantasy
"6,5",Desconocido,Karey KirkpatrickDavid BerenbaumJohn Sayles,"Al mudarse a la destartalada finca de Spiderwick con su madre, los hermanos gemelos Jared y Simon Grace, junto con su hermana Mallory, se ven arrastrados a un mundo alternativo lleno de hadas y otras criaturas.",De Spiderwick kronieken,tt0416236,Fantasy
"6,1",Desconocido,Kate DiCamilloGary RossWill McRobb,Un ratón inusualmente valiente ayuda a restaurar la felicidad en un reino triste.,The Tale of Despereaux,tt0420238,Fantasy
"6,4","Dirección
Jowita Gondek
Guión
Jowita GondekBozenna 'Bo' Intrator
Reparto principal
Weronika MarszalecMarcin LabnoKatarzyna Figura",Jowita GondekBozenna 'Bo' Intrator,,The Magic Stone,tt0293354,Fantasy
"5,8",Desconocido,Jayson Rothwell,"A modern take on the classic fairytale, Alice in Wonderland, set in the North East of England.",Malice in Wonderland,tt0374853,Fantasy
"6,6",Desconocido,Fran WalshPhilippa BoyensPeter Jackson,En torno a una niña que ha sido asesinada y cuida de su familia - al tiempo que observa a su asesino - des del purgatorio. Tendrá que encontrar el equilibrio entre su deseo de venganza y su deseo de reconfortar a su familia.,The Lovely Bones,tt0380510,Fantasy
"6,7",Desconocido,Spike JonzeDave EggersMaurice Sendak,"Una adaptación de la historia infantil clásica de Maurice Sendak, en la que Max, un niño pequeño y desobediente es enviado a la cama sin su cena, crea su propio mundo--un bosque habitado por feroces criaturas salvajes quienes coronan Max como su gobernante.Reseña anónima (Traducida por IMDb.es)",Max en de maximonsters,tt0386117,Fantasy
"6,3","Dirección
Alejandro Chomski
Guión
Adolfo Bioy CasaresAlejandro Chomski
Reparto principal
Luis MachínEsther GorisCarlos Belloso",Adolfo Bioy CasaresAlejandro Chomski,"Lucio Bordenave carries on the Grey lifestyle of an unemployed worker, dedicated to the trade of watchmaking, until in a somewhat mysterious way, his wife is admitted to a Frenopatic Institute. From this point on, the story enters a territory without parameters where reality is confused with the imaginary, sleep with wakefulness, and insanity with lucidity.",Dormir al sol,tt0417610,Fantasy
"5,5",Desconocido,Pete GoldfingerJosh Stolberg,Un terremoto submarino libera a una especie prehistórica de pez carnívoro y un grupo de desconocidos une fuerzas para evitar convertirse en su comida.,Piranha 3D,tt0464154,Fantasy
"6,6",Desconocido,Boaz YakinDoug MiroCarlo Bernard,"Un joven príncipe y una princesa fugitivos deben detener a un villano que, sin saberlo, amenaza con destruir el mundo con una daga especial que permite que la arena mágica de su interior invierta el tiempo.",Prince of Persia: The Sands of Time,tt0473075,Fantasy
"6,0","Dirección
Diego Vázquez
Guión
Diego Vázquez
Reparto principal
Sergi SolerSara Da Pin UpPilar Morales",Diego Vázquez,,El horror de la dama del lago,tt0478660,Fantasy
"6,5",Desconocido,Laurie CraigNick PustayBeverly Cleary,"Tratando de desmentir su imagen de molesta y conflictiva, Ramona diseña varias estrategias para ganar dinero y así aliviar los problemas económicos de su familia.",Ramona and Beezus,tt0493949,Fantasy
"5,6",Desconocido,Desconocido,"Tranced will allow audience members to truly experience the movie in a whole new way. Tranced will hypnotize willing audience members to participate with the movie in a way no other movie going experience ever has. When the characters on the screen get hot or cold, so does the audience. When they ride a roller coaster, audience members will feel as though they too are... Leer todo",Tranced,tt0499608,Fantasy
"4,9","Dirección
Steve Trenbirth
Guión
Karl GeursJames CostelloErik Shein
Reparto principal
Zoe AxelrodShelley BermanMichael Chiklis",Karl GeursJames CostelloErik Shein,"The legend of secret pass is a charming CGI animated movie inspired by American Indian mythology,",The Legend of Secret Pass,tt0765465,Fantasy
"6,6","Dirección
Leighton Pierce",Desconocido,A 12 section film that invites viewers into a more visceral and less verbally analytical state of mind.,50 Feet of String,tt0210470,Fantasy
"5,4",Desconocido,J. David StemDavid N. WeissJay Scherick,"Cuando el malvado mago Gargamel persigue a los pequeños pitufos azules fuera de su aldea, estos llegan desde su mundo mágico a la ciudad de Nueva York.",The Smurfs,tt0472181,Fantasy
"6,8",Desconocido,Terrence Malick,"La historia de una familia en Waco, Texas en 1956. El hijo mayor es testigo de la pérdida de la inocencia y lucha con las enseñanzas contrapuestas de sus padres.",The Tree of Life,tt0478304,Fantasy
"7,0",Desconocido,Ashley E. MillerZack StentzDon Payne,"El poderoso pero arrogante dios Thor es expulsado de Asgard para vivir entre los humanos en Midgard (la Tierra), donde pronto se convierte en uno de sus mejores defensores.",Thor,tt0800369,Fantasy
"7,9","Dirección
Sharlto CopleySimon Hansen
Guión
Sharlto CopleySimon Hansen
Reparto principal
Darren BoydRutger HauerJason Cope",Sharlto CopleySimon Hansen,A thriller with supernatural overtones about a man with a medical condition that causes him to black out during moments of extreme stress and leads him to make a remarkable discovery about himself.,Spoon,tt0805617,Fantasy
"5,2",Desconocido,Thomas Dean DonnellyJoshua OppenheimerSean Hood,Un guerrero bárbaro se dispone a vengarse del malvado señor de la guerra que atacó su aldea y asesinó a su padre cuando él era un niño.,Conan the Barbarian,tt0816462,Fantasy
"7,0",Desconocido,Peter BaynhamRobert SmigelTodd Durham,"Drácula, que dirige un complejo turístico de alto nivel alejado del mundo humano, se pone en modo sobreprotector cuando un chico descubre el complejo y se enamora de su hija adolescente.",Hotel Transylvania,tt0837562,Fantasy
"7,8",Desconocido,Fran WalshPhilippa BoyensPeter Jackson,"Un reticente hobbit, Bilbo Bolsón, parte hacia la Montaña Solitaria con un animado grupo de enanos para reclamar su hogar en la montaña, y el oro que contiene, al dragón Smaug.",De Hobbit: Een onverwachte reis,tt0903624,Fantasy
"7,4","Dirección
Oliver Harrison
Guión
Oliver Harrison
Reparto principal
Julian BleachSteve SmithWill Strange",Oliver Harrison,"In a fantastic quasi Georgian (18th century) world, a fanatical religious sect ""The Holy Exaltation"" have taken control.",The Fallen Word,tt0843839,Fantasy
"5,0",Desconocido,Roger S. BaumRandi BarnesAdam Balsam,"Shortly after a tornado rips through her Kansas home, Dorothy returns to Oz to save her friends from a villainous jester.",Legends of Oz: Dorothy's Return,tt0884726,Fantasy
"2,2","Dirección
Tara Cardinal
Guión
Tara CardinalKim Pritekel
Reparto principal
Tara CardinalDavid MackeyRay Eddy",Tara CardinalKim Pritekel,"Durante mil años, los Reapers protegieron a la humanidad de los demonios que acechan en la oscuridad. Ahora, al comienzo de una nueva era, los Reapers son traicionados y masacrados. Sólo queda una Reaper: Red, y ella quiere vengarse.",Legend of the Red Reaper,tt0996958,Fantasy
"3,9",Desconocido,Jess KedwardJ.P. McCormickKirsty Peart,A diverse band of crayons strive to protect not only their magical multihued homeland but the imagination of children everywhere from a terrifying monster.,The Hero of Color City,tt0498351,Fantasy
"6,2","Dirección
Bobby CiraldoAndrew Swant
Guión
Andrew SwantBobby CiraldoWilliam Shakespeare
Reparto principal
Bobby CiraldoRobert Richard JorgeAndrew Swant",Andrew SwantBobby CiraldoWilliam Shakespeare,Hamlet is an easily distracted prince who is challenged to kill his uncle Claudius by the ghost of his recently dead dad. This bizarre sci-fi comedy features live-action characters in a colorful cartoon world.,Hamlet A.D.D.,tt0892062,Fantasy
"4,9","Dirección
Vince Di Meglio
Guión
Vince Di MeglioBrady Fischer
Reparto principal
Patrick LawlorKirstin LeighAudrey Lowe",Vince Di MeglioBrady Fischer,"A dark supernatural force is unleashed, spoiling a weekend trip.",Deadfall,tt0128158,Horror
"5,7",Desconocido,Kevin WilliamsonEhren Kruger,"Mientras Sidney y sus amigos visitan el set de Hollywood de Apuñalada 3, la tercera película basada en los asesinatos de Woodsboro, otro asesino, Ghostface, se presenta para aterrorizarlos.",Scream 3,tt0134084,Horror
"4,8",Desconocido,William MaloneDaniel ChubaDavid C. Wilson,La crónica de una operación de búsqueda y rescate por una nave interestelar médica con seis tripulantes en el siglo XXII.,Supernova,tt0134983,Horror
"7,0",Desconocido,Jim WheatKen WheatDavid Twohy,Una nave comercial y su tripulación quedan aislados en un planeta lleno de criaturas sedientas de sangre que cazan de noche.,The Chronicles of Riddick: Pitch Black,tt0134847,Horror
"7,2","Dirección
Doug TenNapel
Guión
Doug TenNapel
Reparto principal
Edward SchofieldDoug LangdaleJohn Frederick Jones",Doug TenNapel,"An earlier movie about the legendary character, The Mothman. This was filmed on location at two different places that he supposedly was seen.",Mothman,tt0137115,Horror
"7,6",Desconocido,Bret Easton EllisMary HarronGuinevere Turner,"Patrick Bateman, un rico ejecutivo de banca de inversión de Nueva York, esconde su ego psicopático alternativo de sus compañeros de trabajo y amigos al tiempo que profundiza en sus violentas fantasías hedonistas.",American Psycho,tt0144084,Horror
"6,8","Dirección
Shane Hawks
Guión
Shane Hawks
Reparto principal
Matthew ClarkKaitlin OlsonMatt Brundage",Shane Hawks,"Suffering from self-doubt, an artist is drawn into a terrifying surreal cult of inter-dimensional spirits, known as Feeders, when he witnesses a murder and burial in the woods.",Eyes to Heaven,tt0148120,Horror
"6,0","Dirección
Peter Filardi
Guión
Peter FilardiDavid St. Clair
Reparto principal
Vincent KartheiserChad ChristSabine Singh",Peter FilardiDavid St. Clair,"Basado en la historia real de las drogas, el satanismo y el asesinato en la ciudad de clase alta de Northport, Long Island, en 1984.",Ricky 6,tt0156020,Horror
"6,7",Desconocido,Alan MooreEddie CampbellTerry Hayes,"En la época del Londres victoriano, un detective de la policía clarividente investiga los asesinatos de Jack el Destripador.",From Hell,tt0120681,Horror
"3,4","Dirección
Grant Austin Waldman
Reparto principal
Brinke StevensBill RoddJoe Schofield",Brinke StevensBill RoddJoe Schofield,"A young woman named Victoria is bitten by a vampire and is entombed in a mausoleum by her husband. 120 years later, her tomb is disturbed by two hoodlums. She then awakens and goes on a murderous rampage.",Victoria's Shadow,tt0153533,Horror
"3,3","Dirección
Jay Woelfel
Guión
Scott Spears
Reparto principal
Richard HatchTim ThomersonCindi Braun",Scott Spears,"A group of hikers led by a college professor are searching the woods for an ancient Indian burial mound. When they discover a likely site, three members of the group reveal themselves to be grave looters, and tie up the others so they can keep the valuable artefacts for themselves. In the course of ransacking the mound, one of them stumbles across a cursed crown that ... Leer todo",Unseen Evil,tt0162030,Horror
"4,4",Desconocido,Adam SimonTim Metcalfe,"Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.",Bones,tt0166110,Horror
"3,0",Desconocido,Tommy Faircloth,"Two giggly high school lovebirds playfully throw pieces of bloody human brain at one another, then take a messy shower, in the latest horror flick out of South Carolina, which is fast becoming the Gruesome Gus capital of the world. The flick is called GENERATION AX, and it's HEATHERS meets SCREAM meets THE TEXAS CHEERLEADER MOM meets BONNIE AND CLYDE. Tommy Faircloth ... Leer todo",Generation Ax,tt0171339,Horror
"6,7",Desconocido,Marv WolfmanGene ColanDavid S. Goyer,"Blade forma una incómoda alianza con el consejo de vampiros para combatir a los reapers, que se alimentan de vampiros.",Blade II,tt0187738,Horror
"2,5","Dirección
David HillenbrandScott Hillenbrand
Guión
David HillenbrandScott Hillenbrand
Reparto principal
Nicholas BrendonJaime PresslyEugene Byrd",David HillenbrandScott Hillenbrand,Un grupo de adolescentes atrapados en una isla es perseguido por un demonio escondido dentro de una piñata.,Survival Island,tt0201844,Horror
"3,9",Desconocido,Debra HillJohn CarpenterLarry Brand,"Tres años después de haber aterrorizado a su hermana, Michael Myers la confronta nuevamente, antes de viajar a Haddonfield para tratar con el elenco y el equipo de un reality show que se está transmitiendo desde su antigua casa.",Halloween: Resurrection,tt0220506,Horror
"5,7","Dirección
Brian Yuzna
Guión
José Manuel GómezH.P. LovecraftMiguel Tejada-Flores
Reparto principal
Jeffrey CombsTommy Dean MussetJason Barry",José Manuel GómezH.P. LovecraftMiguel Tejada-Flores,"Después de 13 años en prisión, un científico loco tiene una nueva oportunidad de experimentar con la llegada de un joven médico de la prisión, que secretamente espera aprender a reanimar a los muertos.",Beyond Re-Animator,tt0222812,Horror
"4,3","Dirección
Pat Bermel
Guión
Pat BermelNeil Bermel
Reparto principal
Lance HenriksenChristopher ShyerStellina Rusich",Pat BermelNeil Bermel,"Six people are invited to a remote island by a famous horror author for dinner. He reveals that he poisoned everyone, just as he was having his own epiphany. In order to get the antidote, each person must confess their lies.",The Invitation,tt0248110,Horror
"6,0",Desconocido,Rob Zombie,Dos jóvenes parejas que viajan por Texas buscando macabras leyendas urbanas acaban cautivos a manos de una familia de sádicos asesinos en serie.,House of 1000 Corpses,tt0251736,Horror
"3,9",Desconocido,Esben Storm,"Eleven souls, trapped in an underground carpark, are attacked by deadly, remote controlled toys. Only a few will survive.",Subterano,tt0255623,Horror
"3,8","Dirección
Allan A. Goldstein
Guión
Peter JobinRon RaleyOscar Wilde
Reparto principal
Malcolm McDowellEthan EricksonVictoria Sanchez",Peter JobinRon RaleyOscar Wilde,A modern retelling of the Oscar Wilde novel.,Dorian,tt0258534,Horror
"5,2","Dirección
Dominik Alber
Guión
Thomas Grob
Reparto principal
Marzio FreiCristina MaxwellTony Travis",Thomas Grob,"When Anita, the police commissioner's wife, is found dead and disfigured in the bathtub, Lieutenant Braque initiates an all-out manhunt to find the commissioner. But, soon it becomes apparent to investigators that nothing is as it seems. The victim's diary is full of shocking entries, including details to an unsolved hit-and-run case; an unsolved murder that seems to ... Leer todo",Frost,tt0202360,Horror
"5,1",Desconocido,William Peter BlattyWilliam WisherCaleb Carr,"Años antes de que el padre Lankester ayudara a salvar el alma de Regan, se encuentra por primera vez con el demonio Pazuzu en África Oriental.",Exorcist: The Beginning,tt0204313,Horror
"5,2","Dirección
Adrian Garcia Bogliano
Guión
Adrian Garcia BoglianoRamiro García Bogliano
Reparto principal
Jimena KroucoElena SirittoLucrecia Federico",Adrian Garcia BoglianoRamiro García Bogliano,"Five city girls must spend the night in an isolated town within the province of Buenos Aires, where they will find out more than what the flesh and bone can stand: the most violent side of local hospitality.",Habitaciones para turistas,tt0286669,Horror
"5,0",Desconocido,Jeff BurrMark Hannah,"When two young American GIs desert their platoon in the final days of World War II, they will find themselves struggling against all odds to stay alive.",Straight Into Darkness,tt0287733,Horror
"5,1",Desconocido,Kevin Williamson,"Un hombre lobo suelto en Los Ángeles cambia la vida de tres jóvenes que, tras ser mutilados por la bestia, aprenden que deben matarla para evitar convertirse ellos mismos en hombres lobo.",Cursed,tt0257516,Horror
"5,3",Desconocido,Chris KobinTim SullivanChris Kobin,"Eight college students travelling to Florida for Spring Break stumble into a remote town in Georgia, where they are set upon by the residents.",2001 Maniacs,tt0264323,Horror
"4,7","Dirección
Jeff BurrDavid DeCoteau
Guión
Neal Marshall Stevens
Reparto principal
Jaason SimmonsBen GouldHaven Burton Paschall",Neal Marshall Stevens,Edited versions of both Frankenstein Reborn. and The Werewolf Reborn!.,Frankenstein & the Werewolf Reborn!,tt0267506,Horror
"4,5","Dirección
Jeff Kennedy
Guión
Jeff KennedyDJ Perry
Reparto principal
DJ PerryMichael Melik BrownDavid Borowicz",Jeff KennedyDJ Perry,"When young Arthur is handed a mysterious comic book on Halloween night, little does he know that its hold on him will blur the lines of reality that have kept him blissfully ignorant of the danger our sister planet presents.",From Venus,tt0274509,Horror
"2,9","Dirección
Barrett J. LeighThom Maurer
Guión
Barrett J. LeighH.P. LovecraftThom Maurer
Reparto principal
George PeroulasFountain YountGregory Fawcett",Barrett J. LeighH.P. LovecraftThom Maurer,A man is held in an asylum for murdering his family. A young intern at the asylum suspects an even darker force connected to the man.,Beyond the Wall of Sleep,tt0279688,Horror
"3,8",Desconocido,Dave Campfield,"When a dead body turns up, a local group of Satanists seem the most likely suspects. With the help of a friend, a criminal law student decides to conduct his own investigation by placing his neighbors under 24/7 video surveillance.",Under Surveillance,tt0287072,Horror
"5,2","Dirección
Craig Griffith
Guión
Craig Griffith
Reparto principal
Paul McCarthyMichael LangridgeRoz Povey",Craig Griffith,"A psychological horror detailing one man's journey into obsession, madness, fear and death.",Through the Looking Glass,tt0320626,Horror
